State,District,Village Name,Site Name,Latitude,Longitude,pH Level,Landuse,Soil Type,Drainage,Date,Soil Depth (m),Soil Porosity,Organic Matter,POPULATION_DENSITY(people/sq km),Humidity (%),Avg. Tidal Height (metres),Avg. Wind Speed (km/h),Avg. Temperature (°C),Soil Moisture (%),Avg. Surface Elevation (meters above sea level),GW level(mbgl),Rainfall,Permeability Value (Qualitative),Permeability Value (Numeric),datetime,dayofyear,weekofyear,quarter,predicted_gw_level
West Bengal,Jalpaiguri,Baradighi,Baradighi,26.7965,88.74237,6.7,Forest,Loose Silt,Moderate,01-01-2023,10.0,0.407701668,2.229645057,622,42.52718242,0.858280177,15.10195785,19.7621085,13.69357773,47.33935733,2.445862319,5.116816476,Low,0.219778962,2023-01-01,1,52,1,5.7474015093899995
West Bengal,Jalpaiguri,Chakmaulani,Chakmaulani,26.67195,88.76222,6.7,Rural,Dense Sand,Low,01-01-2023,10.0,0.3479505,2.298610952,622,47.61872112,0.942452734,10.63374785,19.75670519,14.63782755,113.4510741,5.249759167,0.900137897,Low,0.153992702,2023-01-01,1,52,1,4.9953318716799995
West Bengal,Jalpaiguri,Odlabari,Odlabari,26.86462,88.62566,6.7,Urban,Dense Silt,Moderate,01-01-2023,10.0,0.336123448,3.831670563,622,55.32500344,0.566853352,14.27097927,10.79173614,11.98316132,445.5325974,7.66978979,2.344583063,Very low,0.196447377,2023-01-01,1,52,1,6.907456360929992
West Bengal,Jalpaiguri,Rangamati Overbridge,Rangamati,26.86898,88.71138,6.7,Forest,Dense Sand,Low,01-01-2023,1.0,0.348508622,2.30120206,622,42.13007809,0.717124722,9.994884069,13.01084254,11.41941981,137.6404208,9.152985799,1.788329022,Very low,0.245226577,2023-01-01,1,52,1,7.768704025410009
West Bengal,Jalpaiguri,Damdim,Damdim,26.86986,88.67143,6.7,Forest,Dense Sand,Moderate,01-01-2023,10.0,0.382735869,4.022233742,622,47.06022111,0.954483702,11.53326419,18.09573972,14.78939033,220.4956459,7.014419472,7.672389132,Low,0.977752505,2023-01-01,1,52,1,6.109139609799993
West Bengal,Jalpaiguri,Purba Tesimala,Purba Tesimala,26.84171,88.74327,6.7,Forest,Dense Sand,Moderate,01-01-2023,0.01,0.310958455,0.884749253,622,59.24470626,0.705566075,19.00390168,15.53081628,15.78742875,349.1971802,7.523640057,4.607595721,Medium,0.112149602,2023-01-01,1,52,1,6.774318445110001
West Bengal,Jalpaiguri,Rakhal Devi,Rakhal Devi,26.49002,88.71238,6.7,Urban,Dense Sand,Moderate,01-01-2023,1.0,0.424016121,2.957196188,622,52.30561336,0.728133283,16.78373181,12.544241,11.41054775,444.0166534,7.945371323,6.114236791,High,0.736761435,2023-01-01,1,52,1,6.912890245670005
West Bengal,Jalpaiguri,Chalsa,Chalsa,26.8806,88.80347,6.7,Agricultural,Loose Sand,Moderate,01-01-2023,0.1,0.360210387,1.979655472,622,40.09846808,0.978407989,18.89699068,14.06147882,14.23403663,103.6673469,9.502591885,7.266297528,Medium,0.403551547,2023-01-01,1,52,1,8.069125041230006
West Bengal,Jalpaiguri,Lataguri,Lataguri,26.69978,88.76386,6.7,Agricultural,Dense Silt,High,01-01-2023,0.01,0.482876949,0.642619608,622,52.77388674,0.766565975,8.92161483,15.85817005,10.0836494,246.9999072,0.576063366,8.570951409,Very low,0.772021492,2023-01-01,1,52,1,5.410433732209999
West Bengal,Jalpaiguri,Mahabari,Mahabari,26.8813,88.81444,6.7,Urban,Dense Silt,High,01-01-2023,0.01,0.314619065,4.766046049,622,41.37425553,0.561711171,16.55057245,18.31907838,17.91035712,247.7077219,4.562004266,5.949103747,Medium,0.901453979,2023-01-01,1,52,1,5.134737144139994
West Bengal,Jalpaiguri,Boulbari,Boulbari,26.62806,88.77556,6.7,Rural,Dense Silt,Low,01-01-2023,10.0,0.39144831,0.602990709,622,49.26594194,0.554747559,7.634143321,19.14763147,15.59412683,73.60287053,0.924918237,4.244754271,High,0.296978502,2023-01-01,1,52,1,4.740858134589999
West Bengal,Jalpaiguri,Madhaboanga,Madhaboanga,26.62809,88.77546,6.7,Forest,Dense Clay,Moderate,01-01-2023,10.0,0.428780441,3.467532754,622,45.92866544,0.84265134,8.856788455,13.10411145,13.46824675,167.8034106,1.578207171,0.092168882,Medium,0.465381012,2023-01-01,1,52,1,2.7006703549700006
West Bengal,Jalpaiguri,Madhav Danga,Madhav Danga,26.54704,88.82633,6.7,Urban,Dense Silt,Moderate,01-01-2023,0.1,0.364501024,3.013506409,622,50.91803337,0.932839163,15.44569429,16.65392133,15.94986653,150.1489384,4.082911406,0.133781146,Medium,0.844204094,2023-01-01,1,52,1,4.033198737429997
West Bengal,Jalpaiguri,Maynaguri,Maynaguri,26.56467,88.81938,6.7,Forest,Loose Silt,Moderate,01-01-2023,0.1,0.313942848,2.961512353,622,57.01086449,0.8889688,6.462539871,14.35064015,12.20058689,161.9202902,0.724493931,2.621761263,Medium,0.577367274,2023-01-01,1,52,1,1.9407608920100017
West Bengal,Jalpaiguri,Votpatty (Barua Para),VotPatty (Barua Para),26.48571,88.85269,6.7,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.341500214,1.915147354,622,54.1691796,0.981071175,16.47275298,11.85182438,11.69223487,299.9959886,5.387742869,4.067202187,Very low,0.831166913,2023-01-01,1,52,1,5.40131320329
West Bengal,Jalpaiguri,Bolbari (Lakhir Hat),Bolbari (Lakhir Hat),26.61822,88.78047,6.7,Urban,Dense Silt,High,01-01-2023,0.1,0.331798952,4.304259431,622,46.03226989,0.813683958,6.817131962,12.26670174,16.26445066,478.6064464,5.303005537,3.158450716,High,0.405010762,2023-01-01,1,52,1,5.352175008259995
West Bengal,Jalpaiguri,Brahmapur Bazar,Brahmapur Bazar,26.456,88.88798,6.7,Urban,Loose Silt,High,01-01-2023,10.0,0.466522291,4.084963763,622,44.10136951,0.97505133,7.121218799,10.7907089,16.82852477,226.2411629,7.97411759,0.775203015,High,0.905328007,2023-01-01,1,52,1,4.661792404910001
West Bengal,Jalpaiguri,Daribiza,Daribiza,26.57154,88.80886,6.7,Agricultural,Dense Sand,Moderate,01-01-2023,10.0,0.381562645,3.39982091,622,40.74129281,0.573811798,18.56181898,13.32794987,16.12428655,472.9600133,0.758721572,6.14820263,Very low,0.170100824,2023-01-01,1,52,1,5.82127763383
West Bengal,Jalpaiguri,Khairbari,Khairbari,26.84381,88.91217,6.7,Urban,Loose Silt,Low,01-01-2023,1.0,0.401332736,1.280731541,622,43.37605857,0.718802071,11.33246254,12.39248084,10.51483825,366.1798167,4.39908537,4.278553628,Low,0.785448854,2023-01-01,1,52,1,5.1003661720500055
West Bengal,Jalpaiguri,Nagrakata,Nagrakata,26.88691,88.91605,6.7,Urban,Loose Sand,Low,01-01-2023,0.1,0.468835559,2.131375617,622,54.46478098,0.716510906,18.89042239,13.14330839,15.30898552,104.4473315,5.37686868,1.894799377,Very low,0.816132767,2023-01-01,1,52,1,5.573847112680002
West Bengal,Jalpaiguri,Nagrakata Club,Nagrakata Club,26.88541,88.91444,6.7,Urban,Loose Sand,Low,01-01-2023,10.0,0.4237213,1.550483641,622,55.01250279,0.677290128,15.01552436,10.36990117,18.28264373,245.5845881,1.093128692,8.923062479,Very low,0.510252705,2023-01-01,1,52,1,2.4967312723099973
West Bengal,Jalpaiguri,Sulkapara,Sulkapara,26.85295,88.91455,6.7,Urban,Loose Silt,High,01-01-2023,10.0,0.310809515,2.925365728,622,49.0003598,0.73984833,7.359178155,19.98060836,19.92383555,308.3384648,0.790197512,7.980366353,Medium,0.745356572,2023-01-01,1,52,1,3.0167687928999993
West Bengal,Jalpaiguri,Phulwari Hat,Phulwari Hat,26.65119,88.41808,6.7,Rural,Dense Clay,Low,01-01-2023,0.1,0.372709122,3.669570047,622,56.56674527,0.739808237,5.762280677,18.82796599,15.19736772,444.554409,2.525333845,9.797456058,Low,0.180597366,2023-01-01,1,52,1,3.235180124649999
West Bengal,Jalpaiguri,Andgad Gadge,Andgad Gadge,26.57794,88.57513,6.7,Forest,Dense Silt,Moderate,01-01-2023,10.0,0.44212544,3.864571254,622,58.03631061,0.637104979,15.79288631,10.66108194,11.04306395,498.1505151,3.582771707,9.201954268,Medium,0.503902415,2023-01-01,1,52,1,4.532372736060002
West Bengal,Jalpaiguri,Balaigachh,Balaigachh,26.58647,88.50832,6.7,Urban,Dense Sand,Moderate,01-01-2023,1.0,0.477200859,4.716214487,622,54.33443283,0.798645253,10.05819943,12.50239739,17.24108019,185.1996773,0.934504217,8.878308362,Very low,0.138285106,2023-01-01,1,52,1,3.0636124270999994
West Bengal,Jalpaiguri,Bandhunagar,Bandhunagar,26.62174,88.46916,6.7,Agricultural,Dense Silt,Moderate,01-01-2023,10.0,0.307072383,3.233062339,622,48.45442627,0.95744604,18.43762952,15.3901938,19.43314748,192.6741992,3.261620012,9.791214381,High,0.440717003,2023-01-01,1,52,1,5.491842016289999
West Bengal,Jalpaiguri,Belakoba Hospital Para,Belakoba Hospital,26.52324,88.67685,6.7,Forest,Loose Sand,High,01-01-2023,0.01,0.318208204,3.638189079,622,50.73417291,0.643231048,6.11210081,15.44410656,12.27230633,134.7503907,4.301000719,8.275966298,Very low,0.672813464,2023-01-01,1,52,1,5.202627509799998
West Bengal,Jalpaiguri,Fatapukur,Fatapukur,26.57185,88.53999,6.7,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.456091589,4.390348519,622,48.78406431,0.900710747,12.14461711,13.05120213,14.21700709,460.557568,5.730468757,4.202285635,Medium,0.451833199,2023-01-01,1,52,1,5.688013424929998
West Bengal,Jalpaiguri,Gadra,Gadra,26.55405,88.45252,6.7,Urban,Loose Silt,Low,01-01-2023,1.0,0.404203631,4.837088103,622,58.1241157,0.513266259,10.8570905,16.28489924,18.16639263,128.4707999,6.196288159,6.726371107,Medium,0.594961278,2023-01-01,1,52,1,4.7889277454500006
West Bengal,Jalpaiguri,Hathi More,Hathi More,26.58218,88.51322,6.7,Rural,Dense Silt,Low,01-01-2023,0.1,0.488475326,1.694163083,622,57.33296917,0.548598209,13.43333731,13.89229314,15.94596334,499.6993505,7.962304196,6.763518247,Very low,0.898353334,2023-01-01,1,52,1,6.935640053139997
West Bengal,Jalpaiguri,Indra More,Indra More,26.60546,88.58778,6.7,Urban,Loose Silt,Low,01-01-2023,0.1,0.32911809,2.152460224,622,58.91841192,0.700230201,12.02629408,15.25250719,18.58806592,178.8270222,0.818424018,3.785692502,Medium,0.477027681,2023-01-01,1,52,1,2.1092421002000012
West Bengal,Jalpaiguri,Jatiakhali More,Jatiakhali More,26.62789,88.43728,6.7,Agricultural,Dense Clay,High,01-01-2023,0.1,0.417465587,1.006577876,622,58.44258843,0.585648416,17.60337107,19.24961562,12.32202894,206.9571508,7.152361975,8.978402603,Medium,0.576595952,2023-01-01,1,52,1,5.044623791779999
West Bengal,Jalpaiguri,Kalinagar,Kalinagar,26.56094,89.05327,6.7,Forest,Loose Silt,Moderate,01-01-2023,0.1,0.379205648,1.600991312,622,58.74872632,0.753187109,18.30000233,18.21012795,12.80629379,447.0622708,3.376931361,3.99297492,Very low,0.137201285,2023-01-01,1,52,1,3.703566094840002
West Bengal,Jalpaiguri,Kaluwar Bari,Kaluwar Bari,26.57921,88.59843,6.7,Forest,Loose Silt,Moderate,01-01-2023,1.0,0.409874811,3.302958517,622,51.18336,0.953255479,14.70178329,17.69256908,16.27274445,226.335715,0.500601071,1.082419531,Low,0.548676952,2023-01-01,1,52,1,1.847988743070002
West Bengal,Jalpaiguri,Rajganj,Rajganj,26.55574,88.515,6.7,Forest,Dense Sand,Low,01-01-2023,0.01,0.454111436,3.234483833,622,55.95886551,0.643714563,15.42924196,17.13889342,10.03016114,26.85177823,8.011132132,1.263491943,Very low,0.139118698,2023-01-01,1,52,1,5.083511902979999
West Bengal,Jalpaiguri,Rajganj {Fatapukur},Rajganj {Fatapukur},26.56939,88.53493,6.7,Rural,Dense Silt,High,01-01-2023,0.01,0.411217279,3.368521282,622,52.51521939,0.615517147,11.48607507,17.39082703,18.83351267,294.2507708,9.076473994,2.214975145,Very low,0.93914329,2023-01-01,1,52,1,8.022287829460012
West Bengal,Jalpaiguri,Salugara,Salugara,26.76735,88.44543,6.7,Rural,Loose Silt,Low,01-01-2023,0.1,0.439236597,4.083966898,622,59.7704208,0.665755992,14.92839429,17.35465966,14.60412383,55.6278329,5.911335654,7.625356468,Low,0.716713,2023-01-01,1,52,1,4.952444881550001
West Bengal,south 24 pargana,Amtala,Amtala,22.36512,88.27161,7.0,Urban,Dense Silt,Moderate,01-01-2023,0.01,0.461631776,3.943244902,2082,54.73079353,0.883492188,19.29335445,19.84096596,10.50969829,1.694499477,6.466357214,7.305307912,Low,0.198360291,2023-01-01,1,52,1,6.20396898512001
West Bengal,south 24 pargana,Barisha,Barisha,22.46966,88.30998,7.0,Agricultural,Loose Clay,High,01-01-2023,1.0,0.443924409,4.883458651,2082,44.63046717,0.985004279,17.50172276,18.213144,11.8220115,243.776057,3.172486764,0.778213672,High,0.151486738,2023-01-01,1,52,1,3.9766306927099992
West Bengal,south 24 pargana,Budge Budge,Budge Budge,22.48,88.2,7.0,Forest,Loose Silt,Low,01-01-2023,10.0,0.499459325,4.417790947,2082,54.95887317,0.582653606,8.770340426,12.19866114,15.21058499,91.26323802,5.577952849,5.459674734,Low,0.131963784,2023-01-01,1,52,1,4.8792452497899985
West Bengal,south 24 pargana,Uttar Hazipur,Uttar Hazipur,22.19712,88.18508,7.0,Urban,Dense Sand,High,01-01-2023,0.1,0.34687691,3.854220115,2082,54.0642401,0.9575441,15.94654557,13.88349697,19.50838544,96.93292682,7.781444063,1.102672445,Medium,0.225357399,2023-01-01,1,52,1,6.709161711189994
West Bengal,south 24 pargana,Falta,Falta,22.30206,88.1058,7.0,Agricultural,Loose Sand,Low,01-01-2023,0.1,0.338651049,1.922414684,2082,45.01712355,0.854401285,9.42771117,13.58824345,19.43951558,197.0404216,0.883440952,1.883974804,Low,0.576127011,2023-01-01,1,52,1,2.3862960622200005
West Bengal,south 24 pargana,Dostipur,Dostipur,22.27235,88.21685,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.493581767,3.254934092,2082,59.08589885,0.655159209,5.14085103,13.75397387,12.92025347,495.2474331,2.190837597,0.515141916,Medium,0.720467887,2023-01-01,1,52,1,3.1723565610100013
West Bengal,South 24 Pargana,Arampur Gosaba,Arampur Gosaba,22.16533,88.79879,7.0,Rural,Loose Silt,Low,01-01-2023,10.0,0.475748241,0.712949393,2082,42.23826845,0.741031636,14.56019112,13.61261188,14.94339814,127.9027346,9.731747036,6.398225882,High,0.905090137,2023-01-01,1,52,1,8.453394414920002
West Bengal,South 24 Pargana,Hatuganj,Hatuganj,22.16894,88.25387,7.0,Rural,Loose Sand,High,01-01-2023,1.0,0.307088314,4.211585469,2082,53.68396,0.976655627,7.659235359,11.89359979,16.15090312,280.7579234,3.472579956,1.289494825,Low,0.512952502,2023-01-01,1,52,1,4.409608471310001
West Bengal,South 24 Pargana,Goragacha,Goragacha,22.51777,88.31218,7.0,Forest,Dense Clay,Moderate,01-01-2023,0.1,0.301190638,2.314742586,2082,42.49338159,0.706729893,19.67361624,13.81684143,10.39971646,408.5061667,7.795795474,9.262379939,Very low,0.642734842,2023-01-01,1,52,1,7.0186345783299915
West Bengal,South 24 Pargana,Nungi,Nungi,22.33,88.15,7.0,Forest,Dense Clay,High,01-01-2023,1.0,0.478000303,3.941127097,2082,50.35633492,0.588504897,16.89174836,12.44101363,11.64909685,473.9740881,1.104411053,0.355334296,Low,0.760661028,2023-01-01,1,52,1,2.691542437300003
West Bengal,Malda,Bamangola,Bamangola,24.737462,88.13734,6.8,Urban,Dense Silt,Moderate,01-01-2023,1.0,0.44,3.97,1069,74.24,0.71,17.6,35.13,14.7,15.2,6.42,2.01,Low,0.22,2023-01-01,1,52,1,6.670399999999997
West Bengal,Malda,Makuli,Makuli,24.524927,88.313517,6.8,Urban,Dense Silt,Low,01-01-2023,1.0,0.38,4.04,1069,44.48,1.88,13.05,33.27,29.91,41.55,7.76,13.3,High,0.53,2023-01-01,1,52,1,7.265196965919997
West Bengal,Malda,Thinagar (Pakua),Thinagar (Pakua),24.998369,88.066526,6.8,Rural,Dense Silt,Moderate,01-01-2023,0.1,0.46,2.87,1069,57.94,1.14,17.78,22.31,12.16,24.36,8.53,8.59,High,0.52,2023-01-01,1,52,1,6.2910694963200005
West Bengal,Malda,Charakdanga,Charakdanga,24.601303,88.019672,6.8,Rural,Dense Silt,Moderate,01-01-2023,0.1,0.47,2.39,1069,71.56,1.5,13.15,34.87,21.83,43.68,9.93,10.61,High,0.86,2023-01-01,1,52,1,6.330800000000002
West Bengal,Malda,Nalagola,Nalagola,24.76509,88.476448,6.8,Rural,Dense Sand,High,01-01-2023,10.0,0.4,3.3,1069,72.67,0.75,13.55,22.15,43.82,21.11,5.01,11.99,Low,0.21,2023-01-01,1,52,1,5.565199999999997
West Bengal,Malda,Paikpara,Paikpara,24.893931,88.050809,6.8,Rural,Dense Clay,Low,01-01-2023,0.01,0.49,4.55,1069,56.82,0.58,14.61,24.57,29.4,49.6,7.69,7.25,Medium,0.96,2023-01-01,1,52,1,6.859668920160007
West Bengal,Malda,Choto Mohanpara (1),Choto Mohanpara (1),24.716193,88.259219,6.8,Rural,Dense Clay,Moderate,01-01-2023,10.0,0.39,3.38,1069,75.31,1.57,10.18,24.53,35.42,41.31,8.58,14.27,High,0.45,2023-01-01,1,52,1,7.625890634170004
West Bengal,Malda,Choto Mohanpara (2),Choto Mohanpara (2),24.67324,88.461278,6.8,Rural,Dense Silt,Low,01-01-2023,0.01,0.31,3.1,1069,51.85,1.79,16.97,30.21,24.09,18.46,4.59,1.89,Very high,0.81,2023-01-01,1,52,1,4.886899999999993
West Bengal,Malda,Mangalbari (Behula Bridge),Mangalbari (Behula Bridge),24.51553,88.369358,6.8,Rural,Dense Clay,High,01-01-2023,0.1,0.39,2.09,1069,62.17,0.77,13.12,39.88,12.55,38.38,5.09,12.73,Low,0.25,2023-01-01,1,52,1,5.635899999999993
West Bengal,Malda,Milki (Krishnanagar),Milki (Krishnanagar),24.807246,88.199151,6.8,Rural,Dense Clay,Low,01-01-2023,1.0,0.35,3.17,1069,56.47,1.88,11.15,37.81,47.83,20.01,3.75,4.42,Very high,0.27,2023-01-01,1,52,1,4.480600000000001
West Bengal,Malda,Agampur,Agampur,24.931909,88.101649,6.8,Rural,Dense Sand,Low,01-01-2023,1.0,0.48,3.78,1069,65.69,0.88,11.13,34.26,47.76,44.78,3.59,4.34,Very high,0.78,2023-01-01,1,52,1,4.476101749399994
West Bengal,Malda,Deotala,Deotala,24.732012,88.366911,6.8,Urban,Dense Sand,Moderate,01-01-2023,0.1,0.46,4.22,1069,80.57,1.91,19.7,34.15,18.35,40.09,4.25,7.22,Medium,0.8,2023-01-01,1,52,1,6.468599999999997
West Bengal,Malda,Gazole(Kadubari),Gazole(Kadubari),24.825356,88.485119,6.8,Urban,Dense Sand,Moderate,01-01-2023,0.01,0.34,1.02,1069,68.93,1.41,19.83,33.27,11.62,18.11,3.44,3.24,Very high,0.53,2023-01-01,1,52,1,5.985892509370001
West Bengal,Malda,Ghaksole,Ghaksole,24.776912,88.093414,6.8,Urban,Dense Silt,Low,01-01-2023,10.0,0.48,3.29,1069,58.65,1.38,18.02,33.6,41.68,32.19,5.95,14.31,Low,0.56,2023-01-01,1,52,1,5.669699999999997
West Bengal,Malda,Masaldighi,Masaldighi,24.982473,88.142644,6.8,Rural,Dense Clay,Low,01-01-2023,1.0,0.47,3.86,1069,71.04,1.29,17.1,30.15,13.57,42.7,8.92,8.83,Medium,0.38,2023-01-01,1,52,1,7.7610999999999954
West Bengal,Malda,Matoil,Matoil,24.950546,88.415053,6.8,Rural,Dense Clay,High,01-01-2023,1.0,0.31,1.36,1069,61.57,0.62,15.22,38.25,40.66,49.98,6.61,3.66,Low,0.58,2023-01-01,1,52,1,6.093797958210006
West Bengal,Malda,Panchamukhi,Panchamukhi,24.565155,88.228929,6.8,Rural,Dense Sand,High,01-01-2023,0.1,0.44,4.62,1069,54.42,0.98,15.25,30.41,45.59,25.76,9.4,6.17,Very high,0.94,2023-01-01,1,52,1,8.33259999999999
West Bengal,Malda,Pandua 1,Pandua 1,24.799687,88.44227,6.8,Rural,Dense Sand,High,01-01-2023,10.0,0.41,4.55,1069,61.78,0.59,19.35,20.4,41.36,18.19,7.41,1.06,Medium,0.61,2023-01-01,1,52,1,6.996499999999998
West Bengal,Malda,Gajol(Rangavita),Gajol(Rangavita),24.798983,88.495977,6.8,Rural,Dense Silt,High,01-01-2023,0.01,0.46,3.07,1069,44.86,1.81,14.47,22.62,16.78,32.85,9.58,3.87,Medium,0.31,2023-01-01,1,52,1,8.50825519962001
West Bengal,Malda,Habibpur,Habibpur,24.891132,88.316041,6.8,Rural,Dense Sand,High,01-01-2023,1.0,0.46,4.92,1069,69.71,1.82,17.65,34.56,34.0,10.33,6.16,8.49,High,0.61,2023-01-01,1,52,1,6.227800000000002
West Bengal,Malda,Tajpur,Tajpur,24.998518,88.244027,6.8,Urban,Dense Sand,High,01-01-2023,1.0,0.49,1.78,1069,78.94,0.57,10.89,29.05,34.6,39.81,8.41,10.69,High,0.52,2023-01-01,1,52,1,7.2601206235
West Bengal,Malda,Jalalpur,Jalalpur,24.532653,88.423417,6.8,Rural,Dense Silt,Low,01-01-2023,10.0,0.49,4.05,1069,80.76,0.57,19.21,38.03,47.72,34.37,8.06,2.14,High,0.83,2023-01-01,1,52,1,7.763173254589987
West Bengal,Malda,Khaschandpur (Makku Sahutala),Khaschandpur (Makku Sahutala),24.533796,88.055369,6.8,Urban,Dense Clay,High,01-01-2023,10.0,0.31,2.53,1069,75.57,0.65,14.75,29.13,41.87,26.95,4.53,11.09,Medium,0.24,2023-01-01,1,52,1,5.4331999999999905
West Bengal,Malda,Birnagar(1),Birnagar(1),24.85968,88.312027,6.8,Rural,Dense Sand,Low,01-01-2023,0.01,0.4,1.35,1069,41.3,1.97,11.0,25.32,23.7,27.07,6.87,4.36,Very high,0.27,2023-01-01,1,52,1,6.816383622980002
West Bengal,Malda,Malda Town,Malda Town,24.664004,88.183433,6.8,Urban,Dense Clay,Low,01-01-2023,0.01,0.46,1.91,1069,59.82,1.8,12.25,39.97,33.26,13.41,6.59,5.15,Very high,0.67,2023-01-01,1,52,1,4.858300000000001
West Bengal,Malda,Begamganj (Nazirpur),Begamganj (Nazirpur),24.848292,88.362756,6.8,Rural,Dense Sand,Low,01-01-2023,0.01,0.49,3.42,1069,65.84,0.64,16.92,29.99,30.79,27.89,3.11,8.35,Very high,0.64,2023-01-01,1,52,1,4.376200000000007
West Bengal,Malda,Mohana (1 ),Mohana (1 ),24.852212,88.215778,6.8,Urban,Dense Clay,Low,01-01-2023,10.0,0.48,2.45,1069,49.61,0.62,12.29,39.41,18.4,26.97,9.62,1.12,Very high,0.34,2023-01-01,1,52,1,8.51611422971
West Bengal,Malda,Mohana (2 ),Mohana (2 ),24.63487,88.171336,6.8,Rural,Dense Sand,Low,01-01-2023,0.01,0.45,1.64,1069,73.32,0.86,11.95,32.61,24.38,38.11,8.23,7.85,High,0.73,2023-01-01,1,52,1,7.170000000000007
West Bengal,Malda,Mochia,Mochia,24.612238,88.267747,6.8,Urban,Dense Sand,High,01-01-2023,0.01,0.38,2.16,1069,65.65,1.5,10.18,24.33,21.21,49.72,5.24,8.39,High,0.52,2023-01-01,1,52,1,5.627523867420004
West Bengal,Malda,Ratua,Ratua,24.751822,88.387044,6.8,Rural,Dense Sand,Moderate,01-01-2023,0.01,0.37,4.06,1069,82.33,1.51,18.75,35.25,37.47,35.83,4.16,13.73,Low,0.31,2023-01-01,1,52,1,4.913400000000009
West Bengal,Malda,Ratanpur Hat (Samshi),Ratanpur Hat (Samshi),24.707717,88.046767,6.8,Rural,Dense Clay,High,01-01-2023,1.0,0.31,3.83,1069,62.53,1.23,18.7,35.89,23.41,25.79,8.13,3.5,Medium,0.48,2023-01-01,1,52,1,7.279899999999998
West Bengal,Malda,Shamsi,Shamsi,24.971184,88.30724,6.8,Rural,Dense Sand,High,01-01-2023,0.1,0.31,2.26,1069,80.28,0.58,16.22,30.22,49.62,15.39,3.91,13.88,Medium,0.31,2023-01-01,1,52,1,4.400600000000005
West Bengal,Murshidabad,Swarupnagar,Swarupnagar,24.649105,88.361225,7.1,Rural,Dense Silt,Low,01-01-2023,0.1,0.32,4.74,1334,41.03,1.45,16.89,39.34,21.01,13.08,8.85,2.96,Low,0.66,2023-01-01,1,52,1,6.1956154921400035
West Bengal,Murshidabad,Begunbari Dug Well,BEGUNBARI Dug well,24.236754,88.067893,7.1,Urban,Dense Clay,Low,01-01-2023,1.0,0.41,3.15,1334,47.23,1.52,17.4,26.61,20.74,26.31,5.31,14.66,Very high,0.46,2023-01-01,1,52,1,5.826399999999996
West Bengal,Murshidabad,Daulatabad,DAULATABAD,24.201829,87.900656,7.1,Urban,Dense Silt,High,01-01-2023,10.0,0.35,3.07,1334,81.49,1.42,10.57,31.85,14.31,40.07,5.58,14.06,Very high,0.63,2023-01-01,1,52,1,6.019700000000001
West Bengal,Murshidabad,Saidpur,SAIDPUR,24.182851,88.348652,7.1,Urban,Dense Silt,High,01-01-2023,1.0,0.46,1.03,1334,55.91,1.08,14.13,32.37,34.12,18.7,9.87,5.17,Medium,0.52,2023-01-01,1,52,1,8.312800000000005
West Bengal,Murshidabad,Gangedda,GANGEDDA,24.735403,88.028433,7.1,Rural,Dense Silt,High,01-01-2023,1.0,0.38,3.52,1334,62.49,1.67,18.1,23.86,42.28,43.42,9.78,14.54,Medium,0.76,2023-01-01,1,52,1,8.550499999999989
West Bengal,Murshidabad,Gobindapur,GOBINDAPUR,24.654308,88.16107,7.1,Urban,Dense Silt,Low,01-01-2023,0.01,0.35,2.04,1334,82.23,0.64,14.47,35.01,33.04,23.36,7.51,9.33,High,0.55,2023-01-01,1,52,1,6.765299999999996
West Bengal,Murshidabad,Ramrampur,Ramrampur,24.17636,88.480816,7.1,Rural,Dense Silt,High,01-01-2023,1.0,0.35,2.4,1334,45.45,0.7,19.93,37.96,23.66,12.05,7.39,8.88,High,0.96,2023-01-01,1,52,1,7.107799999999994
West Bengal,Murshidabad,Jalangi,JALANGI,24.738665,88.21892,7.1,Rural,Dense Sand,Low,01-01-2023,0.1,0.43,2.5,1334,88.14,1.06,14.17,29.99,45.4,49.67,7.42,10.29,High,0.88,2023-01-01,1,52,1,6.846373357169999
West Bengal,Murshidabad,Sagarpara(Kalitala),SAGARPARA(kalitala),24.530776,88.220449,7.1,Rural,Dense Sand,Moderate,01-01-2023,1.0,0.41,1.62,1334,80.02,0.69,11.92,29.69,22.68,29.37,8.6,14.53,Very high,0.65,2023-01-01,1,52,1,6.00841466585
West Bengal,Murshidabad,Raichandpur,Raichandpur,24.706269,88.147034,7.1,Urban,Dense Sand,Moderate,01-01-2023,10.0,0.36,1.08,1334,52.28,0.94,10.01,39.05,45.94,30.07,5.51,5.61,Low,0.58,2023-01-01,1,52,1,5.875399999999996
West Bengal,Murshidabad,Kandi Dug Well,KANDI Dug well,24.182791,88.319794,7.1,Rural,Dense Silt,High,01-01-2023,1.0,0.35,4.15,1334,69.22,1.87,17.1,35.12,30.73,28.17,6.6,3.06,High,0.58,2023-01-01,1,52,1,6.571300000000008
West Bengal,Murshidabad,Jiaganj,JIAGANJ,24.483105,88.304362,7.1,Urban,Dense Clay,High,01-01-2023,10.0,0.37,2.19,1334,50.84,1.3,16.61,29.06,19.45,29.9,8.83,4.04,Medium,0.9,2023-01-01,1,52,1,8.06645670493001
